file_a,file_b,level_a,level_b,same_level,dhash_distance,ahash_distance,lowres_correlation,combined_distance,same_sha256,width_a,height_a,width_b,height_b,review_priority
patient_image_000047_689da8a4.jpg,patient_image_000286_083cb465.jpg,3,2,False,5,3,0.909204,8,False,2976,1536,2976,1536,low
patient_image_000133_8269774b.jpg,patient_image_000380_7d3d41ec.jpg,3,2,False,6,3,0.908975,9,False,2976,1536,2976,1536,low
patient_image_000174_d07c1ecc.jpg,patient_image_000216_cc3ec1c0.jpg,2,2,True,5,3,0.908936,8,False,2976,1536,2976,1536,low
patient_image_000269_36d706fb.jpg,patient_image_000420_abc75010.jpg,3,2,False,5,9,0.908347,14,False,2976,1536,2976,1536,low
patient_image_000010_5ed86d8c.jpg,patient_image_000336_95eb29bb.jpg,1,2,False,5,6,0.907993,11,False,2976,1536,2976,1536,low
patient_image_000246_944095f6.jpg,patient_image_000456_9c8de752.jpg,2,2,True,5,6,0.907967,11,False,2976,1536,2976,1536,low
patient_image_000109_d5af1e8d.jpg,patient_image_000136_13ff14b0.jpg,3,2,False,6,5,0.907916,11,False,2976,1536,2976,1536,low
patient_image_000058_0d2690d1.jpg,patient_image_000363_49d557bd.jpg,2,2,True,5,9,0.907915,14,False,2976,1536,2976,1536,low
patient_image_000124_33072be7.jpg,patient_image_000181_aea20064.jpg,2,3,False,6,3,0.907835,9,False,2976,1536,2976,1536,low
patient_image_000154_72770c6b.jpg,patient_image_000353_4f1e829c.jpg,1,2,False,6,7,0.907831,13,False,2775,1480,2775,1480,low
patient_image_000086_d4dee6ca.jpg,patient_image_000113_8dc0b8b0.jpg,2,3,False,6,0,0.907727,6,False,2976,1536,2976,1536,low
patient_image_000058_0d2690d1.jpg,patient_image_000456_9c8de752.jpg,2,2,True,3,6,0.907679,9,False,2976,1536,2976,1536,low
patient_image_000043_7dfff7e3.jpg,patient_image_000125_179d73b8.jpg,1,2,False,6,6,0.907482,12,False,2976,1536,2976,1536,low
patient_image_000100_759b168c.jpg,patient_image_000173_bdd537f7.jpg,2,2,True,6,4,0.906943,10,False,2976,1536,2976,1536,low
patient_image_000197_82c160be.jpg,patient_image_000216_cc3ec1c0.jpg,2,2,True,6,3,0.906769,9,False,2976,1536,2976,1536,low
patient_image_000048_8f55577f.jpg,patient_image_000100_759b168c.jpg,2,2,True,6,7,0.906599,13,False,2976,1536,2976,1536,low
patient_image_000124_33072be7.jpg,patient_image_000475_b193cd84.jpg,2,2,True,5,0,0.905830,5,False,2976,1536,2976,1536,low
patient_image_000363_49d557bd.jpg,patient_image_000456_9c8de752.jpg,2,2,True,4,7,0.905660,11,False,2976,1536,2976,1536,low
patient_image_000216_cc3ec1c0.jpg,patient_image_000502_3f2d3d1c.jpg,2,2,True,4,2,0.905555,6,False,2976,1536,2976,1536,low
patient_image_000201_68fcfc13.jpg,patient_image_000246_944095f6.jpg,3,2,False,5,4,0.905409,9,False,2976,1536,2976,1536,low
patient_image_000173_bdd537f7.jpg,patient_image_000345_dbef47f1.jpg,2,2,True,5,7,0.905283,12,False,2976,1536,2976,1536,low
patient_image_000331_e16f26da.jpg,patient_image_000350_b70017ca.jpg,2,2,True,4,12,0.904534,16,False,2976,1536,2976,1536,low
patient_image_000047_689da8a4.jpg,patient_image_000078_888484a1.jpg,3,2,False,5,2,0.904357,7,False,2976,1536,2976,1536,low
patient_image_000225_f73fd9c3.jpg,patient_image_000338_936ade8e.jpg,2,2,True,5,6,0.904135,11,False,2976,1536,2976,1536,low
patient_image_000269_36d706fb.jpg,patient_image_000350_b70017ca.jpg,3,2,False,6,6,0.904133,12,False,2976,1536,2976,1536,low
patient_image_000109_d5af1e8d.jpg,patient_image_000239_4735ff8e.jpg,3,2,False,4,6,0.903968,10,False,2976,1536,2976,1536,low
patient_image_000043_7dfff7e3.jpg,patient_image_000267_1cfc5a2c.jpg,1,2,False,6,5,0.903536,11,False,2976,1536,2976,1536,low
patient_image_000269_36d706fb.jpg,patient_image_000270_b8e4c66b.jpg,3,2,False,6,5,0.902976,11,False,2976,1536,2976,1536,low
patient_image_000109_d5af1e8d.jpg,patient_image_000209_8863e974.jpg,3,2,False,5,4,0.902923,9,False,2976,1536,2976,1536,low
patient_image_000084_e135816e.jpg,patient_image_000094_7b1f8dd3.jpg,2,2,True,6,2,0.902830,8,False,2976,1536,2976,1536,low
patient_image_000286_083cb465.jpg,patient_image_000498_e5c9b07d.jpg,2,2,True,6,7,0.902110,13,False,2976,1536,2976,1536,low
patient_image_000212_a5293eb5.jpg,patient_image_000456_9c8de752.jpg,2,2,True,5,5,0.901795,10,False,2976,1536,2976,1536,low
patient_image_000058_0d2690d1.jpg,patient_image_000084_e135816e.jpg,2,2,True,4,7,0.901766,11,False,2976,1536,2976,1536,low
patient_image_000047_689da8a4.jpg,patient_image_000058_0d2690d1.jpg,3,2,False,6,6,0.901472,12,False,2976,1536,2976,1536,low
patient_image_000047_689da8a4.jpg,patient_image_000417_1167174f.jpg,3,2,False,4,2,0.901410,6,False,2976,1536,2976,1536,low
patient_image_000064_5e3832ed.jpg,patient_image_000187_3a99cef5.jpg,1,2,False,5,3,0.900681,8,False,2976,1536,2976,1536,low
patient_image_000267_1cfc5a2c.jpg,patient_image_000486_02dafd6a.jpg,2,2,True,6,11,0.900574,17,False,2976,1536,2976,1536,low
patient_image_000047_689da8a4.jpg,patient_image_000269_36d706fb.jpg,3,3,True,6,5,0.900404,11,False,2976,1536,2976,1536,low
patient_image_000089_cb76aaf2.jpg,patient_image_000133_8269774b.jpg,3,3,True,4,4,0.900323,8,False,2976,1536,2976,1536,low
patient_image_000101_b9058bd6.jpg,patient_image_000267_1cfc5a2c.jpg,3,2,False,6,8,0.899992,14,False,2976,1536,2976,1536,low
patient_image_000209_8863e974.jpg,patient_image_000277_b34d42a3.jpg,2,2,True,6,6,0.899670,12,False,2976,1536,2976,1536,low
patient_image_000047_689da8a4.jpg,patient_image_000084_e135816e.jpg,3,2,False,4,3,0.899581,7,False,2976,1536,2976,1536,low
patient_image_000015_17fab6ee.jpg,patient_image_000138_41b8c01e.jpg,1,3,False,6,6,0.899434,12,False,2976,1536,2976,1536,low
patient_image_000078_888484a1.jpg,patient_image_000417_1167174f.jpg,2,2,True,5,2,0.898971,7,False,2976,1536,2976,1536,low
patient_image_000124_33072be7.jpg,patient_image_000487_14e01941.jpg,2,2,True,5,4,0.898257,9,False,2976,1536,2976,1536,low
patient_image_000043_7dfff7e3.jpg,patient_image_000109_d5af1e8d.jpg,1,3,False,3,6,0.898189,9,False,2976,1536,2976,1536,low
patient_image_000010_5ed86d8c.jpg,patient_image_000214_ea26e5ea.jpg,1,2,False,6,5,0.898135,11,False,2976,1536,2976,1536,low
patient_image_000113_8dc0b8b0.jpg,patient_image_000236_7889c27a.jpg,3,2,False,6,3,0.898051,9,False,2976,1536,2976,1536,low
patient_image_000010_5ed86d8c.jpg,patient_image_000216_cc3ec1c0.jpg,1,2,False,4,6,0.897923,10,False,2976,1536,2976,1536,low
patient_image_000475_b193cd84.jpg,patient_image_000487_14e01941.jpg,2,2,True,6,4,0.897482,10,False,2976,1536,2976,1536,low
patient_image_000043_7dfff7e3.jpg,patient_image_000373_5b50e5ce.jpg,1,2,False,3,5,0.897251,8,False,2976,1536,2976,1536,low
patient_image_000201_68fcfc13.jpg,patient_image_000456_9c8de752.jpg,3,2,False,6,6,0.897216,12,False,2976,1536,2976,1536,low
patient_image_000209_8863e974.jpg,patient_image_000269_36d706fb.jpg,2,3,False,6,8,0.896845,14,False,2976,1536,2976,1536,low
patient_image_000019_23caeef3.jpg,patient_image_000096_9aff477c.jpg,3,3,True,6,5,0.896502,11,False,2976,1536,2976,1536,low
patient_image_000043_7dfff7e3.jpg,patient_image_000239_4735ff8e.jpg,1,2,False,5,4,0.896399,9,False,2976,1536,2976,1536,low
patient_image_000194_fde52b01.jpg,patient_image_000269_36d706fb.jpg,1,3,False,2,6,0.896361,8,False,2976,1536,2976,1536,low
patient_image_000124_33072be7.jpg,patient_image_000139_a575ce99.jpg,2,2,True,6,9,0.896085,15,False,2976,1536,2976,1536,low
patient_image_000084_e135816e.jpg,patient_image_000267_1cfc5a2c.jpg,2,2,True,6,9,0.895802,15,False,2976,1536,2976,1536,low
patient_image_000101_b9058bd6.jpg,patient_image_000124_33072be7.jpg,3,2,False,6,5,0.895551,11,False,2976,1536,2976,1536,low
patient_image_000124_33072be7.jpg,patient_image_000213_93d7e0f0.jpg,2,2,True,6,4,0.894793,10,False,2976,1536,2976,1536,low
patient_image_000058_0d2690d1.jpg,patient_image_000236_7889c27a.jpg,2,2,True,5,8,0.894099,13,False,2976,1536,2976,1536,low
patient_image_000181_aea20064.jpg,patient_image_000378_603f4d5f.jpg,3,2,False,4,4,0.894087,8,False,2976,1536,2976,1536,low
patient_image_000194_fde52b01.jpg,patient_image_000209_8863e974.jpg,1,2,False,6,2,0.894087,8,False,2976,1536,2976,1536,low
patient_image_000201_68fcfc13.jpg,patient_image_000420_abc75010.jpg,3,2,False,6,4,0.894053,10,False,2976,1536,2976,1536,low
patient_image_000216_cc3ec1c0.jpg,patient_image_000267_1cfc5a2c.jpg,2,2,True,3,9,0.893845,12,False,2976,1536,2976,1536,low
patient_image_000086_d4dee6ca.jpg,patient_image_000100_759b168c.jpg,2,2,True,6,4,0.893446,10,False,2976,1536,2976,1536,low
patient_image_000286_083cb465.jpg,patient_image_000480_cda242fd.jpg,2,2,True,6,5,0.893211,11,False,2976,1536,2976,1536,low
patient_image_000487_14e01941.jpg,patient_image_000502_3f2d3d1c.jpg,2,2,True,4,6,0.892851,10,False,2976,1536,2976,1536,low
patient_image_000442_fa5b3c29.jpg,patient_image_000480_cda242fd.jpg,2,2,True,6,5,0.892825,11,False,2976,1536,2976,1536,low
patient_image_000013_306b0a74.jpg,patient_image_000225_f73fd9c3.jpg,3,2,False,5,5,0.892664,10,False,2976,1536,2976,1536,low
patient_image_000048_8f55577f.jpg,patient_image_000173_bdd537f7.jpg,2,2,True,6,3,0.892635,9,False,2976,1536,2976,1536,low
patient_image_000058_0d2690d1.jpg,patient_image_000094_7b1f8dd3.jpg,2,2,True,6,7,0.892239,13,False,2976,1536,2976,1536,low
patient_image_000216_cc3ec1c0.jpg,patient_image_000475_b193cd84.jpg,2,2,True,4,0,0.891929,4,False,2976,1536,2976,1536,low
patient_image_000194_fde52b01.jpg,patient_image_000417_1167174f.jpg,1,2,False,6,5,0.891917,11,False,2976,1536,2976,1536,low
patient_image_000486_02dafd6a.jpg,patient_image_000498_e5c9b07d.jpg,2,2,True,3,9,0.891760,12,False,2976,1536,2976,1536,low
patient_image_000475_b193cd84.jpg,patient_image_000502_3f2d3d1c.jpg,2,2,True,6,2,0.891749,8,False,2976,1536,2976,1536,low
patient_image_000125_179d73b8.jpg,patient_image_000209_8863e974.jpg,2,2,True,6,4,0.891719,10,False,2976,1536,2976,1536,low
patient_image_000019_23caeef3.jpg,patient_image_000213_93d7e0f0.jpg,3,2,False,6,4,0.891588,10,False,2976,1536,2976,1536,low
patient_image_000136_13ff14b0.jpg,patient_image_000200_c9ae0753.jpg,2,3,False,6,3,0.891358,9,False,2976,1536,2976,1536,low
patient_image_000094_7b1f8dd3.jpg,patient_image_000209_8863e974.jpg,2,2,True,6,4,0.890940,10,False,2976,1536,2976,1536,low
patient_image_000064_5e3832ed.jpg,patient_image_000186_7c3fbae5.jpg,1,1,True,5,6,0.890395,11,False,2976,1536,2976,1536,low
patient_image_000047_689da8a4.jpg,patient_image_000212_a5293eb5.jpg,3,2,False,6,5,0.890137,11,False,2976,1536,2976,1536,low
patient_image_000109_d5af1e8d.jpg,patient_image_000373_5b50e5ce.jpg,3,2,False,4,3,0.890134,7,False,2976,1536,2976,1536,low
patient_image_000221_e7d95fd5.jpg,patient_image_000639_1b622c1a.jpg,2,3,False,6,8,0.889746,14,False,2796,1316,2795,1316,low
patient_image_000096_9aff477c.jpg,patient_image_000138_41b8c01e.jpg,3,3,True,6,6,0.889467,12,False,2976,1536,2976,1536,low
patient_image_000125_179d73b8.jpg,patient_image_000187_3a99cef5.jpg,2,2,True,6,2,0.889449,8,False,2976,1536,2976,1536,low
patient_image_000004_ba49da4c.jpg,patient_image_000270_b8e4c66b.jpg,2,2,True,6,8,0.888758,14,False,2976,1536,2976,1536,low
patient_image_000169_5b675efb.jpg,patient_image_000197_82c160be.jpg,1,2,False,5,5,0.888344,10,False,2976,1536,2976,1536,low
patient_image_000269_36d706fb.jpg,patient_image_000331_e16f26da.jpg,3,2,False,6,8,0.888285,14,False,2976,1536,2976,1536,low
patient_image_000236_7889c27a.jpg,patient_image_000363_49d557bd.jpg,2,2,True,6,5,0.888120,11,False,2976,1536,2976,1536,low
patient_image_000043_7dfff7e3.jpg,patient_image_000277_b34d42a3.jpg,1,2,False,6,6,0.888040,12,False,2976,1536,2976,1536,low
patient_image_000015_17fab6ee.jpg,patient_image_000213_93d7e0f0.jpg,1,2,False,6,5,0.887472,11,False,2976,1536,2976,1536,low
patient_image_000181_aea20064.jpg,patient_image_000277_b34d42a3.jpg,3,2,False,6,1,0.887402,7,False,2976,1536,2976,1536,low
patient_image_000110_d2b43f3e.jpg,patient_image_000113_8dc0b8b0.jpg,1,3,False,6,9,0.887216,15,False,2976,1536,2976,1536,low
patient_image_000063_d9146af9.jpg,patient_image_000098_998fc38b.jpg,3,2,False,6,9,0.887153,15,False,2976,1536,2976,1536,low
patient_image_000048_8f55577f.jpg,patient_image_000094_7b1f8dd3.jpg,2,2,True,5,5,0.886806,10,False,2976,1536,2976,1536,low
patient_image_000019_23caeef3.jpg,patient_image_000124_33072be7.jpg,3,2,False,6,2,0.886624,8,False,2976,1536,2976,1536,low
patient_image_000124_33072be7.jpg,patient_image_000214_ea26e5ea.jpg,2,2,True,3,3,0.886512,6,False,2976,1536,2976,1536,low
patient_image_000110_d2b43f3e.jpg,patient_image_000456_9c8de752.jpg,1,2,False,6,8,0.886111,14,False,2976,1536,2976,1536,low
patient_image_000058_0d2690d1.jpg,patient_image_000212_a5293eb5.jpg,2,2,True,6,9,0.886110,15,False,2976,1536,2976,1536,low
patient_image_000004_ba49da4c.jpg,patient_image_000194_fde52b01.jpg,2,1,False,4,7,0.885606,11,False,2976,1536,2976,1536,low
patient_image_000420_abc75010.jpg,patient_image_000456_9c8de752.jpg,2,2,True,4,6,0.885605,10,False,2976,1536,2976,1536,low
patient_image_000042_d3a22881.jpg,patient_image_000371_e6ac24e9.jpg,1,2,False,6,9,0.885429,15,False,2976,1536,2976,1536,low
patient_image_000312_c2c8c3dc.jpg,patient_image_000487_14e01941.jpg,2,2,True,6,4,0.885198,10,False,2976,1536,2976,1536,low
patient_image_000010_5ed86d8c.jpg,patient_image_000289_03c1de08.jpg,1,2,False,6,3,0.884991,9,False,2976,1536,2976,1536,low
patient_image_000181_aea20064.jpg,patient_image_000267_1cfc5a2c.jpg,3,2,False,6,10,0.884985,16,False,2976,1536,2976,1536,low
patient_image_000200_c9ae0753.jpg,patient_image_000204_721f7bac.jpg,3,3,True,6,4,0.884947,10,False,2976,1536,2976,1536,low
patient_image_000136_13ff14b0.jpg,patient_image_000267_1cfc5a2c.jpg,2,2,True,5,8,0.884499,13,False,2976,1536,2976,1536,low
patient_image_000239_4735ff8e.jpg,patient_image_000373_5b50e5ce.jpg,2,2,True,6,5,0.884292,11,False,2976,1536,2976,1536,low
patient_image_000110_d2b43f3e.jpg,patient_image_000201_68fcfc13.jpg,1,3,False,6,4,0.883561,10,False,2976,1536,2976,1536,low
patient_image_000057_5e79eb68.jpg,patient_image_000191_b8777160.jpg,1,3,False,6,3,0.883507,9,False,2775,1480,2775,1480,low
patient_image_000124_33072be7.jpg,patient_image_000174_d07c1ecc.jpg,2,2,True,6,3,0.882724,9,False,2976,1536,2976,1536,low
patient_image_000078_888484a1.jpg,patient_image_000084_e135816e.jpg,2,2,True,5,5,0.882436,10,False,2976,1536,2976,1536,low
patient_image_000043_7dfff7e3.jpg,patient_image_000216_cc3ec1c0.jpg,1,2,False,5,6,0.881941,11,False,2976,1536,2976,1536,low
patient_image_000204_721f7bac.jpg,patient_image_000456_9c8de752.jpg,3,2,False,4,5,0.881883,9,False,2976,1536,2976,1536,low
patient_image_000214_ea26e5ea.jpg,patient_image_000216_cc3ec1c0.jpg,2,2,True,4,3,0.881662,7,False,2976,1536,2976,1536,low
patient_image_000125_179d73b8.jpg,patient_image_000421_c1094673.jpg,2,3,False,4,8,0.881158,12,False,2976,1536,2976,1536,low
patient_image_000209_8863e974.jpg,patient_image_000421_c1094673.jpg,2,3,False,4,8,0.881151,12,False,2976,1536,2976,1536,low
patient_image_000172_fed06c65.jpg,patient_image_000200_c9ae0753.jpg,2,3,False,5,4,0.880765,9,False,2976,1536,2976,1536,low
patient_image_000181_aea20064.jpg,patient_image_000475_b193cd84.jpg,3,2,False,5,3,0.880726,8,False,2976,1536,2976,1536,low
patient_image_000534_005e53f2.jpg,patient_image_000614_f2439032.jpg,1,1,True,6,6,0.880684,12,False,2795,1316,2796,1316,low
patient_image_000151_5b6399fb.jpg,patient_image_000219_9770f2b9.jpg,2,2,True,6,6,0.880490,12,False,2976,1536,2976,1536,low
patient_image_000015_17fab6ee.jpg,patient_image_000096_9aff477c.jpg,1,3,False,6,6,0.879795,12,False,2976,1536,2976,1536,low
patient_image_000204_721f7bac.jpg,patient_image_000236_7889c27a.jpg,3,2,False,6,3,0.879706,9,False,2976,1536,2976,1536,low
patient_image_000063_d9146af9.jpg,patient_image_000209_8863e974.jpg,3,2,False,6,3,0.879520,9,False,2976,1536,2976,1536,low
patient_image_000043_7dfff7e3.jpg,patient_image_000181_aea20064.jpg,1,3,False,4,7,0.879438,11,False,2976,1536,2976,1536,low
patient_image_000096_9aff477c.jpg,patient_image_000213_93d7e0f0.jpg,3,2,False,4,3,0.879324,7,False,2976,1536,2976,1536,low
patient_image_000269_36d706fb.jpg,patient_image_000494_fe2e35fa.jpg,3,2,False,6,8,0.879140,14,False,2976,1536,2976,1536,low
patient_image_000043_7dfff7e3.jpg,patient_image_000213_93d7e0f0.jpg,1,2,False,6,10,0.879096,16,False,2976,1536,2976,1536,low
patient_image_000096_9aff477c.jpg,patient_image_000101_b9058bd6.jpg,3,3,True,6,8,0.878804,14,False,2976,1536,2976,1536,low
patient_image_000158_1a300db2.jpg,patient_image_000269_36d706fb.jpg,1,3,False,5,8,0.878776,13,False,2976,1536,2976,1536,low
patient_image_000124_33072be7.jpg,patient_image_000180_37c4646e.jpg,2,2,True,5,3,0.878439,8,False,2976,1536,2976,1536,low
patient_image_000216_cc3ec1c0.jpg,patient_image_000336_95eb29bb.jpg,2,2,True,5,4,0.878409,9,False,2976,1536,2976,1536,low
patient_image_000582_492951ef.jpg,patient_image_000796_c6a24843.jpg,1,2,False,4,4,0.878269,8,False,2795,1316,2796,1316,low
patient_image_000413_d10de40a.jpg,patient_image_000502_3f2d3d1c.jpg,2,2,True,4,7,0.878263,11,False,2976,1536,2976,1536,low
patient_image_000049_157393ab.jpg,patient_image_000338_936ade8e.jpg,1,2,False,5,5,0.878156,10,False,2976,1536,2976,1536,low
patient_image_000378_603f4d5f.jpg,patient_image_000475_b193cd84.jpg,2,2,True,3,5,0.877630,8,False,2976,1536,2976,1536,low
patient_image_000133_8269774b.jpg,patient_image_000502_3f2d3d1c.jpg,3,2,False,5,4,0.877409,9,False,2976,1536,2976,1536,low
patient_image_000200_c9ae0753.jpg,patient_image_000480_cda242fd.jpg,3,2,False,6,5,0.876642,11,False,2976,1536,2976,1536,low
patient_image_000056_f606ecd4.jpg,patient_image_000068_ba92024d.jpg,1,2,False,4,7,0.876522,11,False,2795,1316,2795,1316,low
patient_image_000204_721f7bac.jpg,patient_image_000363_49d557bd.jpg,3,2,False,6,8,0.876411,14,False,2976,1536,2976,1536,low
patient_image_000176_5bd8841b.jpg,patient_image_000359_1df9d941.jpg,2,2,True,6,4,0.876203,10,False,2976,1536,2976,1536,low
